,County,Year,State,QUANTITY,MME,Deaths
177,FAYETTE,2008,PA,46859.0,89887.0230474313,20.0
178,FAYETTE,2009,PA,49952.0,93068.09444745522,21.0
179,FAYETTE,2010,PA,55280.0,103498.85499158083,24.0
180,FAYETTE,2011,PA,55592.0,96882.88144110625,40.0
181,FAYETTE,2012,PA,60772.0,95692.76396168093,14.0
182,FOREST,2006,PA,869.0,1035.1390800000006,
183,FOREST,2007,PA,807.0,979.2037238625016,
184,FOREST,2008,PA,727.0,996.8287725000034,
185,FOREST,2009,PA,780.0,1197.2962127250012,
186,FOREST,2010,PA,893.0,1344.5935875000023,
187,FOREST,2011,PA,870.0,1360.124550000003,
188,FOREST,2012,PA,797.0,1096.5653400000028,
189,FRANKLIN,2006,PA,16879.0,26548.18970703837,
190,FRANKLIN,2007,PA,20438.0,31719.4959003512,11.0
191,FRANKLIN,2008,PA,23172.0,37059.616011488695,
192,FRANKLIN,2009,PA,26278.0,43776.03763316347,
193,FRANKLIN,2010,PA,28669.0,48488.07918907587,10.0
194,FRANKLIN,2011,PA,31873.0,49821.6833670378,
195,FRANKLIN,2012,PA,35685.0,54548.340585449776,13.0
196,FULTON,2006,PA,1150.0,2204.711452575,
197,FULTON,2007,PA,1074.0,1975.4124813374992,
198,FULTON,2008,PA,743.0,1308.829687500004,
199,FULTON,2009,PA,767.0,1341.8644875000055,
200,FULTON,2010,PA,954.0,1381.7673300000038,
201,FULTON,2011,PA,1059.0,1794.1590638625064,
202,FULTON,2012,PA,1353.0,2348.516910000008,
203,GREENE,2006,PA,4504.0,7135.553919500051,
204,GREENE,2007,PA,5474.0,7834.927564500052,
205,GREENE,2008,PA,6238.0,9515.541454500068,
206,GREENE,2009,PA,6317.0,9482.073897487564,
207,GREENE,2010,PA,7497.0,11439.115299300107,13.0
208,GREENE,2011,PA,8629.0,11965.610211337585,10.0
209,GREENE,2012,PA,9870.0,12557.980358400257,
210,HUNTINGDON,2006,PA,4429.0,6485.918045000082,
211,HUNTINGDON,2007,PA,5082.0,6963.117055500108,
212,HUNTINGDON,2008,PA,4933.0,6613.380761587625,
213,HUNTINGDON,2009,PA,5384.0,7234.115152500126,
214,HUNTINGDON,2010,PA,5527.0,7124.219587500138,
215,HUNTINGDON,2011,PA,6311.0,7514.647230000156,
216,HUNTINGDON,2012,PA,7423.0,8923.337096362715,
217,INDIANA,2006,PA,13081.0,24324.10538408849,
218,INDIANA,2007,PA,15635.0,28907.181913888675,
219,INDIANA,2008,PA,18529.0,33757.05227028895,
220,INDIANA,2009,PA,18373.0,33282.856209526035,
221,INDIANA,2010,PA,19315.0,36314.06021520101,
222,INDIANA,2011,PA,19689.0,36945.765109276,19.0
223,INDIANA,2012,PA,19456.0,36469.8339506261,16.0
224,JEFFERSON,2006,PA,5376.0,9191.184811725177,
225,JEFFERSON,2007,PA,6246.0,10497.417796362763,
226,JEFFERSON,2008,PA,6514.0,9722.433680362783,
227,JEFFERSON,2009,PA,8098.0,11443.380098400334,
228,JEFFERSON,2010,PA,10364.0,14692.4279479504,
229,JEFFERSON,2011,PA,11425.0,17356.2813799879,
230,JEFFERSON,2012,PA,11636.0,16462.296270000406,10.0
231,JUNIATA,2006,PA,2704.0,5777.526507000031,
232,JUNIATA,2007,PA,3242.0,6110.984136862542,
233,JUNIATA,2008,PA,3703.0,6763.561367812546,
234,JUNIATA,2009,PA,4501.0,8119.437900000083,
235,JUNIATA,2010,PA,4762.0,7631.528928862563,
236,JUNIATA,2011,PA,4951.0,8105.311256587588,
237,JUNIATA,2012,PA,4528.0,7826.575597950094,
238,LACKAWANNA,2006,PA,51549.0,78669.20707913207,26.0
239,LACKAWANNA,2007,PA,58179.0,88710.43720335841,36.0
240,LACKAWANNA,2008,PA,69602.0,101139.19353192205,37.0
241,LACKAWANNA,2009,PA,72333.0,103169.11718933431,38.0
242,LACKAWANNA,2010,PA,78191.0,112396.993081546,29.0
243,LACKAWANNA,2011,PA,86507.0,120145.5759676598,41.0
244,LACKAWANNA,2012,PA,93759.0,133645.2558726089,49.0
245,LANCASTER,2006,PA,57236.0,99961.46001598341,21.0
246,LANCASTER,2007,PA,67564.0,114188.75181739625,38.0
247,LANCASTER,2008,PA,74763.0,124485.42937997104,40.0
248,LANCASTER,2009,PA,87256.0,147294.4995215696,42.0
249,LANCASTER,2010,PA,99327.0,167568.7102177169,51.0
250,LANCASTER,2011,PA,110793.0,189111.39448763028,50.0
251,LANCASTER,2012,PA,114682.0,197514.61356630563,50.0
252,LAWRENCE,2006,PA,32294.0,89908.72024250324,12.0
253,LAWRENCE,2007,PA,34478.0,99916.33844475294,13.0
254,LAWRENCE,2008,PA,37044.0,108391.96730254017,19.0
255,LAWRENCE,2009,PA,36062.0,97615.8626443151,
256,LAWRENCE,2010,PA,31133.0,77840.1785604394,12.0
257,LAWRENCE,2011,PA,31766.0,71852.7160556647,21.0
258,LAWRENCE,2012,PA,33728.0,73507.83656883998,14.0
259,LEBANON,2006,PA,13460.0,22652.231524475996,
260,LEBANON,2007,PA,16164.0,26570.290285926294,
261,LEBANON,2008,PA,19189.0,30733.53091043905,
262,LEBANON,2009,PA,21519.0,35278.09358655121,
263,LEBANON,2010,PA,23910.0,37697.92069110126,
264,LEBANON,2011,PA,28138.0,41512.24088610118,
265,LEBANON,2012,PA,31401.0,48023.79985503871,
266,LEHIGH,2006,PA,31063.0,50535.264650589736,25.0
267,LEHIGH,2007,PA,41091.0,69320.27117028982,28.0
268,LEHIGH,2008,PA,44907.0,77633.87372839014,39.0
269,LEHIGH,2009,PA,48884.0,81914.49483108976,47.0
270,LEHIGH,2010,PA,58841.0,90067.15934493905,36.0
271,LEHIGH,2011,PA,69402.0,101768.2331645264,60.0
272,LEHIGH,2012,PA,73910.0,107867.81326698804,44.0
273,LUZERNE,2006,PA,54339.0,94619.08544138464,33.0
274,LUZERNE,2007,PA,63942.0,107728.08074407458,51.0
275,LUZERNE,2008,PA,71422.0,113084.87908636272,57.0
276,LUZERNE,2009,PA,77546.0,122956.20178107433,48.0
277,LUZERNE,2010,PA,84630.0,129908.05796082268,45.0
278,LUZERNE,2011,PA,92355.0,136054.0007559878,52.0
279,LUZERNE,2012,PA,99250.0,141991.24898659982,58.0
280,LYCOMING,2006,PA,20938.0,21689.37301250122,
281,LYCOMING,2007,PA,21125.0,24532.374119364067,
282,LYCOMING,2008,PA,22963.0,26816.092836814278,
283,LYCOMING,2009,PA,25954.0,29572.534572488887,
284,LYCOMING,2010,PA,30651.0,33678.81566088925,12.0
285,LYCOMING,2011,PA,34365.0,36787.674097239425,
286,LYCOMING,2012,PA,36028.0,39223.32887651434,11.0
287,MCKEAN,2006,PA,7134.0,11305.53310886271,
288,MCKEAN,2007,PA,8886.0,13576.555026000267,
289,MCKEAN,2008,PA,10420.0,14948.022789862882,
290,MCKEAN,2009,PA,11157.0,15905.119027500506,
291,MCKEAN,2010,PA,12423.0,17728.466550000685,
292,MCKEAN,2011,PA,13934.0,19812.790215450674,
293,MCKEAN,2012,PA,13489.0,19697.651150438054,
294,MERCER,2006,PA,30664.0,52833.20553251597,11.0
295,MERCER,2007,PA,31019.0,52700.39098860365,23.0
296,MERCER,2008,PA,33676.0,55330.420463291215,18.0
297,MERCER,2009,PA,37087.0,57394.97908339043,23.0
298,MERCER,2010,PA,41700.0,74158.79356931566,17.0
299,MERCER,2011,PA,42505.0,63958.428632027215,14.0
300,MERCER,2012,PA,48321.0,68441.4840345028,19.0
301,MIFFLIN,2006,PA,7055.0,8895.40336050017,
302,MIFFLIN,2007,PA,7713.0,10248.94362600028,
303,MIFFLIN,2008,PA,9638.0,12469.27618350034,
304,MIFFLIN,2009,PA,11463.0,14318.828077500253,
305,MIFFLIN,2010,PA,11551.0,14191.903170000262,
306,MIFFLIN,2011,PA,12386.0,15707.169315000267,
307,MIFFLIN,2012,PA,13191.0,16536.777435000233,
308,MONROE,2006,PA,30242.0,43566.2045276647,19.0
309,MONROE,2007,PA,39137.0,57269.241272377745,23.0
310,MONROE,2008,PA,47878.0,73208.74086934041,22.0
311,MONROE,2009,PA,49398.0,81781.55815110281,27.0
312,MONROE,2010,PA,54656.0,93821.29317052642,15.0
313,MONROE,2011,PA,58657.0,101504.69506837615,18.0
314,MONROE,2012,PA,61046.0,110394.27393153872,23.0
315,MONTGOMERY,2006,PA,159007.0,302403.81142466015,108.0
316,MONTGOMERY,2007,PA,194982.0,372229.11133848707,78.0
317,MONTGOMERY,2008,PA,202714.0,404285.0724939509,102.0
318,MONTGOMERY,2009,PA,209011.0,404015.98435573495,107.0
319,MONTGOMERY,2010,PA,213622.0,414289.9776023833,109.0
320,MONTGOMERY,2011,PA,226684.0,404638.72148424294,111.0
