,County,Year,State,QUANTITY,MME,Deaths
193,CAMERON,2008,TX,22254.0,31414.483912813914,15.0
194,CAMERON,2009,TX,21476.0,30658.17234408868,18.0
195,CAMERON,2010,TX,22657.0,31228.65393322657,13.0
196,CAMERON,2011,TX,28223.0,35257.28028795203,
197,CAMERON,2012,TX,27390.0,36042.49455795176,15.0
198,CAMP,2006,TX,1247.0,1498.3886850000024,
199,CAMP,2007,TX,1696.0,1769.540850000004,
200,CAMP,2008,TX,1782.0,2135.0055375000065,
201,CAMP,2009,TX,1721.0,2506.4952525000103,
202,CAMP,2010,TX,1599.0,2436.299992500011,
203,CAMP,2011,TX,1945.0,2539.512247725011,
204,CAMP,2012,TX,2057.0,2258.9363400000057,
205,CARSON,2006,TX,153.0,247.57972499999983,
206,CARSON,2007,TX,192.0,355.0342649999995,
207,CARSON,2008,TX,163.0,243.6508499999998,
208,CARSON,2009,TX,259.0,334.60694999999913,
209,CARSON,2010,TX,289.0,397.381087499999,
210,CARSON,2011,TX,309.0,391.0913624999993,
211,CARSON,2012,TX,292.0,441.48993749999886,
212,CASS,2006,TX,5612.0,7771.199770950106,
213,CASS,2007,TX,5845.0,9613.395247475062,
214,CASS,2008,TX,6754.0,11099.316344300134,
215,CASS,2009,TX,7071.0,12043.56076590011,
216,CASS,2010,TX,7040.0,11407.56363476261,
217,CASS,2011,TX,7237.0,10795.078302487675,
218,CASS,2012,TX,6938.0,11106.648742725081,
219,CASTRO,2006,TX,454.0,458.6095499999987,
220,CASTRO,2007,TX,351.0,467.08252499999907,
221,CASTRO,2008,TX,396.0,690.9909375000015,
222,CASTRO,2009,TX,385.0,628.2683250000013,
223,CASTRO,2010,TX,512.0,626.6566500000005,
224,CASTRO,2011,TX,469.0,751.7134500000019,
225,CASTRO,2012,TX,395.0,910.7701500000015,
226,CHAMBERS,2006,TX,894.0,1176.019215000005,
227,CHAMBERS,2007,TX,1047.0,1460.742476250007,
228,CHAMBERS,2008,TX,1271.0,2017.3048350000113,
