,County,Year,State,QUANTITY,MME,Deaths
222,LAFAYETTE,2007,FL,861.0,1355.7724875000035,
223,LAFAYETTE,2008,FL,772.0,1361.0927500000043,
224,LAFAYETTE,2009,FL,898.0,1257.6621750000022,
225,LAFAYETTE,2010,FL,829.0,1363.4092875000038,
226,LAFAYETTE,2011,FL,875.0,1307.1051675000037,
227,LAFAYETTE,2012,FL,1145.0,1295.000272500003,
228,LAKE,2006,FL,44458.0,64563.419322430826,16.0
229,LAKE,2007,FL,52090.0,82180.0273315835,2.0
230,LAKE,2008,FL,60587.0,103711.04927071046,24.0
231,LAKE,2009,FL,73652.0,140752.4985708866,32.0
232,LAKE,2010,FL,85573.0,177229.26266112374,34.0
233,LAKE,2011,FL,89175.0,179071.4653870261,38.0
234,LAKE,2012,FL,84770.0,156520.69777519707,26.0
235,LEE,2006,FL,143559.0,309886.7067442962,98.0
236,LEE,2007,FL,143259.0,295673.26356948045,98.0
237,LEE,2008,FL,159689.0,340668.9295273179,95.0
238,LEE,2009,FL,188905.0,439929.93098849984,93.0
239,LEE,2010,FL,260501.0,680132.8328027857,34.0
240,LEE,2011,FL,238845.0,587055.7268651474,96.0
241,LEE,2012,FL,154361.0,272161.03570029355,67.0
242,LEON,2006,FL,33656.0,43067.63904172785,
243,LEON,2007,FL,37396.0,47083.40082031617,13.0
244,LEON,2008,FL,42316.0,51120.25009326629,14.0
245,LEON,2009,FL,44513.0,55928.52241912887,
246,LEON,2010,FL,39065.0,56268.735998178905,
247,LEON,2011,FL,40376.0,58086.072975454146,13.0
248,LEON,2012,FL,41548.0,61292.55911044085,
249,LEVY,2006,FL,15082.0,18659.653543000506,
250,LEVY,2007,FL,19208.0,22313.800503725663,
251,LEVY,2008,FL,20042.0,28379.512612900682,
252,LEVY,2009,FL,19769.0,33730.549890900475,
253,LEVY,2010,FL,20227.0,36649.65238590018,
254,LEVY,2011,FL,25323.0,36064.200581587655,
255,LEVY,2012,FL,17869.0,28221.14943180032,13.0
256,LIBERTY,2006,FL,302.0,628.4498325000004,
257,LIBERTY,2007,FL,298.0,738.3230204999995,
258,LIBERTY,2008,FL,365.0,771.9740625000013,
259,LIBERTY,2009,FL,378.0,686.3627999999998,
260,LIBERTY,2010,FL,645.0,1141.6443375000038,
261,LIBERTY,2011,FL,470.0,821.8818000000018,
262,LIBERTY,2012,FL,409.0,764.5792500000002,
263,MADISON,2006,FL,2426.0,2315.6333313624987,
264,MADISON,2007,FL,2673.0,2632.527374224996,
265,MADISON,2008,FL,2711.0,2793.8812853624886,
266,MADISON,2009,FL,2819.0,3389.4532243125,
267,MADISON,2010,FL,3408.0,4027.7635124999883,
268,MADISON,2011,FL,3853.0,4642.083652499993,
269,MADISON,2012,FL,4118.0,4504.777440000004,
270,MANATEE,2006,FL,93426.0,150205.64369562527,54.0
271,MANATEE,2007,FL,104070.0,172443.21415870427,46.0
272,MANATEE,2008,FL,106130.0,196741.84314976458,45.0
273,MANATEE,2009,FL,110846.0,228282.8999302286,74.0
274,MANATEE,2010,FL,144076.0,360934.6839088658,76.0
275,MANATEE,2011,FL,142705.0,326820.0550758578,64.0
276,MANATEE,2012,FL,109968.0,219299.73861376347,4.0
277,MARION,2006,FL,74560.0,114208.97585439957,55.0
278,MARION,2007,FL,83895.0,140167.10838947791,3.0
279,MARION,2008,FL,91141.0,160020.95087337864,38.0
280,MARION,2009,FL,96726.0,177998.09807908162,53.0
281,MARION,2010,FL,108128.0,216686.24085170456,51.0
282,MARION,2011,FL,107338.0,209503.19854884347,46.0
283,MARION,2012,FL,98285.0,175709.7753719747,44.0
284,MARTIN,2006,FL,31563.0,68573.12878736468,
285,MARTIN,2007,FL,34224.0,77097.86936731488,
286,MARTIN,2008,FL,39259.0,99157.7796427273,
287,MARTIN,2009,FL,45835.0,121781.2565109028,
288,MARTIN,2010,FL,53895.0,149894.56248134995,
289,MARTIN,2011,FL,52015.0,137044.59642521478,
290,MARTIN,2012,FL,39271.0,85087.5526195141,
291,MIAMI-DADE,2006,FL,159171.0,303039.7180859787,142.0
292,MIAMI-DADE,2007,FL,173867.0,373495.88119888,50.0
293,MIAMI-DADE,2008,FL,205617.0,519536.8065604283,122.0
294,MIAMI-DADE,2009,FL,291639.0,801945.1460796333,155.0
295,MIAMI-DADE,2010,FL,399644.0,1242761.2069210964,98.0
296,MIAMI-DADE,2011,FL,397969.0,1070607.7594410407,122.0
297,MIAMI-DADE,2012,FL,276012.0,503313.85781031137,135.0
298,MONROE,2006,FL,25757.0,42203.180115727446,15.0
299,MONROE,2007,FL,28176.0,46281.92468422733,17.0
300,MONROE,2008,FL,31686.0,53446.0962143649,18.0
301,MONROE,2009,FL,38352.0,71369.62996954055,
302,MONROE,2010,FL,38526.0,77309.9665754274,16.0
303,MONROE,2011,FL,36017.0,71118.77676247715,2.0
304,MONROE,2012,FL,26297.0,47813.94658245115,
305,NASSAU,2006,FL,19445.0,26318.179441313612,
306,NASSAU,2007,FL,22100.0,30364.848846726178,1.0
307,NASSAU,2008,FL,25612.0,38339.252757001115,17.0
308,NASSAU,2009,FL,27893.0,45514.90099500119,1.0
309,NASSAU,2010,FL,32440.0,55038.31814681382,14.0
310,NASSAU,2011,FL,37173.0,64563.827895676506,13.0
311,NASSAU,2012,FL,35065.0,60370.36705567631,16.0
312,OKALOOSA,2006,FL,30567.0,51768.87854175236,27.0
313,OKALOOSA,2007,FL,32670.0,51948.68690433954,29.0
314,OKALOOSA,2008,FL,34198.0,53881.856700314645,16.0
315,OKALOOSA,2009,FL,34974.0,58085.78683608912,16.0
316,OKALOOSA,2010,FL,38059.0,61460.166825451495,13.0
317,OKALOOSA,2011,FL,40884.0,63730.0104006768,16.0
318,OKALOOSA,2012,FL,41873.0,64457.98492338954,14.0
319,OKEECHOBEE,2006,FL,12173.0,20628.537535312924,
320,OKEECHOBEE,2007,FL,13256.0,24923.11014090056,
321,OKEECHOBEE,2008,FL,14533.0,29189.02021492556,11.0
322,OKEECHOBEE,2009,FL,16798.0,35903.96056931306,
323,OKEECHOBEE,2010,FL,22542.0,55324.33029045053,
324,OKEECHOBEE,2011,FL,20574.0,49274.62340681288,1.0
325,OKEECHOBEE,2012,FL,15717.0,32380.212796350206,1.0
326,ORANGE,2006,FL,149796.0,249616.1813477574,90.0
327,ORANGE,2007,FL,165158.0,305170.6164433013,110.0
328,ORANGE,2008,FL,217640.0,483055.08753783966,120.0
329,ORANGE,2009,FL,294904.0,688873.4670695318,120.0
330,ORANGE,2010,FL,434154.0,1118030.4767550745,149.0
331,ORANGE,2011,FL,399566.0,879529.7461210428,148.0
332,ORANGE,2012,FL,288268.0,536535.5904660167,131.0
333,OSCEOLA,2006,FL,30491.0,50817.7219688153,13.0
334,OSCEOLA,2007,FL,36538.0,64095.23232799104,26.0
335,OSCEOLA,2008,FL,46200.0,93117.01540626754,18.0
336,OSCEOLA,2009,FL,83554.0,225661.79262585755,15.0
337,OSCEOLA,2010,FL,99348.0,289370.5034899938,22.0
338,OSCEOLA,2011,FL,71875.0,188818.9885286297,35.0
339,OSCEOLA,2012,FL,54319.0,126453.88542135335,29.0
340,PALM BEACH,2006,FL,291751.0,645319.1794897038,211.0
341,PALM BEACH,2007,FL,358376.0,924515.0144843023,37.0
342,PALM BEACH,2008,FL,465202.0,1334354.3831698054,226.0
343,PALM BEACH,2009,FL,616478.0,1813924.7727780056,276.0
344,PALM BEACH,2010,FL,633100.0,1897698.5658714669,230.0
345,PALM BEACH,2011,FL,453078.0,1063694.6929810361,59.0
346,PALM BEACH,2012,FL,307180.0,625882.0926076007,185.0
347,PASCO,2006,FL,139422.0,268426.05337068974,83.0
348,PASCO,2007,FL,153626.0,356094.0088700386,125.0
349,PASCO,2008,FL,190140.0,494709.0844496416,147.0
350,PASCO,2009,FL,209173.0,561319.1654819302,148.0
351,PASCO,2010,FL,260995.0,761605.8105571279,173.0
352,PASCO,2011,FL,250508.0,678130.6519052933,129.0
353,PASCO,2012,FL,162458.0,345632.1551612219,109.0
354,PINELLAS,2006,FL,397454.0,607000.7514847196,213.0
355,PINELLAS,2007,FL,322241.0,636336.2976673237,235.0
356,PINELLAS,2008,FL,383104.0,933646.569568357,264.0
357,PINELLAS,2009,FL,396502.0,1035506.5572692738,265.0
358,PINELLAS,2010,FL,504624.0,1438059.3423173134,284.0
359,PINELLAS,2011,FL,491492.0,1262519.967371778,244.0
360,PINELLAS,2012,FL,343117.0,687164.8072970272,221.0
361,POLK,2006,FL,150467.0,178941.7804374425,67.0
362,POLK,2007,FL,113435.0,170075.5240327064,82.0
363,POLK,2008,FL,116501.0,171113.17612787182,95.0
364,POLK,2009,FL,124642.0,198919.97026206178,103.0
365,POLK,2010,FL,152507.0,285711.95230705454,86.0
366,POLK,2011,FL,152606.0,281211.84447592206,112.0
367,POLK,2012,FL,134028.0,232197.59944457424,84.0
368,PUTNAM,2006,FL,22522.0,38637.50297338853,
369,PUTNAM,2007,FL,24160.0,39640.180580013555,
370,PUTNAM,2008,FL,26185.0,45305.6510537635,
371,PUTNAM,2009,FL,32905.0,71246.09851038855,
372,PUTNAM,2010,FL,39706.0,97258.92064856419,21.0
373,PUTNAM,2011,FL,38897.0,96933.59939287585,17.0
374,PUTNAM,2012,FL,28822.0,58549.29352541298,
375,SAINT JOHNS,2006,FL,27960.0,43666.0835257272,
376,SAINT JOHNS,2007,FL,29895.0,49616.90935490194,
377,SAINT JOHNS,2008,FL,33280.0,56641.75821353928,
378,SAINT JOHNS,2009,FL,39071.0,75312.16558447838,
379,SAINT JOHNS,2010,FL,51597.0,113272.68569794175,
380,SAINT JOHNS,2011,FL,45768.0,92067.24857385356,
381,SAINT JOHNS,2012,FL,40175.0,72420.25782135202,
382,SAINT LUCIE,2006,FL,47646.0,95970.4534293669,
383,SAINT LUCIE,2007,FL,52596.0,112422.71420493034,
384,SAINT LUCIE,2008,FL,60083.0,139178.02248923187,
385,SAINT LUCIE,2009,FL,69569.0,166843.1393083942,
386,SAINT LUCIE,2010,FL,81989.0,212293.29962726802,
387,SAINT LUCIE,2011,FL,100039.0,273106.0612079329,
